entry_id,target_type,query_pattern,formula,method_applicability,marker_class,subclass,tool_class5,paper9_hint,origin_interpretation,matrix_applicability,confidence,source_ids,evidence_short,conflict_warning,rule_notes,synonyms
M0079,compound,tocopherol,C29H50O2,Py-GC/MS,lipid_aliphatic_wax,alkane_fatty_acid_sterol_isoprenoid,F,Aliphatics (HC),plant wax/cutin/suberin; algal/bacterial lipids; sterols,sediment;soil;peat;DOM/NOM;biota,B,PY002;PY003;PY004;PY005;PY006;PY013;PY014;PY015,plant/algal lipid antioxidant marker,short-chain aliphatics and fatty acids may be microbial or degradation products; use chain-length/branching/sterol context,"Map long-chain aliphatic patterns to F, but report subclass separately",
M0080,compound,benzene,C6H6,Py-GC/MS,aromatic_hydrocarbon_black_carbon,BTEX_PAH_resin_aromatic,O,Aromatic hydrocarbons,thermally altered OM / black carbon / aromatic OM; sometimes lignin/resin derived,sediment;soil;peat;char;DOM/NOM formula class,C,PY002;PY003;PY004;PY005;PY006;PY013;PY014;PY015,aromatic pyrolysate; non-specific,"PAHs and BTEX are not source-specific; can be combustion, petrogenic, char, or secondary pyrolysis products",Keep as aromatic/BC subclass; do not force to lignin except resin/lignin context supports it,
M0081,compound,toluene,C7H8,Py-GC/MS,aromatic_hydrocarbon_black_carbon,BTEX_PAH_resin_aromatic,O,Aromatic hydrocarbons,thermally altered OM / black carbon / aromatic OM; sometimes lignin/resin derived,sediment;soil;peat;char;DOM/NOM formula class,C,PY002;PY003;PY004;PY005;PY006;PY013;PY014;PY015,alkylbenzene; non-specific but often aromatic/char/terrestrial OM,"PAHs and BTEX are not source-specific; can be combustion, petrogenic, char, or secondary pyrolysis products",Keep as aromatic/BC subclass; do not force to lignin except resin/lignin context supports it,
M0082,compound,xylene|ethylbenzene,C8H10,Py-GC/MS,aromatic_hydrocarbon_black_carbon,BTEX_PAH_resin_aromatic,O,Aromatic hydrocarbons,thermally altered OM / black carbon / aromatic OM; sometimes lignin/resin derived,sediment;soil;peat;char;DOM/NOM formula class,C,PY002;PY003;PY004;PY005;PY006;PY013;PY014;PY015,alkylbenzene; non-specific,"PAHs and BTEX are not source-specific; can be combustion, petrogenic, char, or secondary pyrolysis products",Keep as aromatic/BC subclass; do not force to lignin except resin/lignin context supports it,
M0083,compound,styrene,C8H8,Py-GC/MS,aromatic_hydrocarbon_black_carbon,BTEX_PAH_resin_aromatic,O,Aromatic hydrocarbons,thermally altered OM / black carbon / aromatic OM; sometimes lignin/resin derived,sediment;soil;peat;char;DOM/NOM formula class,C,PY002;PY003;PY004;PY005;PY006;PY013;PY014;PY015,aromatic pyrolysate; possible lignin/char/plastic ambiguity,"PAHs and BTEX are not source-specific; can be combustion, petrogenic, char, or secondary pyrolysis products",Keep as aromatic/BC subclass; do not force to lignin except resin/lignin context supports it,
M0084,compound,indene|methylindene,C9H8,Py-GC/MS,aromatic_hydrocarbon_black_carbon,BTEX_PAH_resin_aromatic,O,Aromatic hydrocarbons,thermally altered OM / black carbon / aromatic OM; sometimes lignin/resin derived,sediment;soil;peat;char;DOM/NOM formula class,B,PY002;PY003;PY004;PY005;PY006;PY013;PY014;PY015,aromatic hydrocarbon; char/PAH-related,"PAHs and BTEX are not source-specific; can be combustion, petrogenic, char, or secondary pyrolysis products",Keep as aromatic/BC subclass; do not force to lignin except resin/lignin context supports it,
M0085,compound,naphthalene|methylnaphthalene|dimethylnaphthalene,C10H8,Py-GC/MS,aromatic_hydrocarbon_black_carbon,BTEX_PAH_resin_aromatic,O,Aromatic hydrocarbons,thermally altered OM / black carbon / aromatic OM; sometimes lignin/resin derived,sediment;soil;peat;char;DOM/NOM formula class,B,PY002;PY003;PY004;PY005;PY006;PY013;PY014;PY015,PAH / thermally altered OM / black carbon marker,"PAHs and BTEX are not source-specific; can be combustion, petrogenic, char, or secondary pyrolysis products",Keep as aromatic/BC subclass; do not force to lignin except resin/lignin context supports it,
M0086,compound,biphenyl,C12H10,Py-GC/MS,aromatic_hydrocarbon_black_carbon,BTEX_PAH_resin_aromatic,O,Aromatic hydrocarbons,thermally altered OM / black carbon / aromatic OM; sometimes lignin/resin derived,sediment;soil;peat;char;DOM/NOM formula class,B,PY002;PY003;PY004;PY005;PY006;PY013;PY014;PY015,aromatic/PAH-related pyrolysate,"PAHs and BTEX are not source-specific; can be combustion, petrogenic, char, or secondary pyrolysis products",Keep as aromatic/BC subclass; do not force to lignin except resin/lignin context supports it,
M0087,compound,acenaphthylene|acenaphthene,C12H8,Py-GC/MS,aromatic_hydrocarbon_black_carbon,BTEX_PAH_resin_aromatic,O,Aromatic hydrocarbons,thermally altered OM / black carbon / aromatic OM; sometimes lignin/resin derived,sediment;soil;peat;char;DOM/NOM formula class,B,PY002;PY003;PY004;PY005;PY006;PY013;PY014;PY015,PAH marker,"PAHs and BTEX are not source-specific; can be combustion, petrogenic, char, or secondary pyrolysis products",Keep as aromatic/BC subclass; do not force to lignin except resin/lignin context supports it,
M0088,compound,fluorene,C13H10,Py-GC/MS,aromatic_hydrocarbon_black_carbon,BTEX_PAH_resin_aromatic,O,Aromatic hydrocarbons,thermally altered OM / black carbon / aromatic OM; sometimes lignin/resin derived,sediment;soil;peat;char;DOM/NOM formula class,B,PY002;PY003;PY004;PY005;PY006;PY013;PY014;PY015,PAH marker,"PAHs and BTEX are not source-specific; can be combustion, petrogenic, char, or secondary pyrolysis products",Keep as aromatic/BC subclass; do not force to lignin except resin/lignin context supports it,
M0089,compound,phenanthrene|anthracene,C14H10,Py-GC/MS,aromatic_hydrocarbon_black_carbon,BTEX_PAH_resin_aromatic,O,Aromatic hydrocarbons,thermally altered OM / black carbon / aromatic OM; sometimes lignin/resin derived,sediment;soil;peat;char;DOM/NOM formula class,B,PY002;PY003;PY004;PY005;PY006;PY013;PY014;PY015,PAH marker,"PAHs and BTEX are not source-specific; can be combustion, petrogenic, char, or secondary pyrolysis products",Keep as aromatic/BC subclass; do not force to lignin except resin/lignin context supports it,
M0090,compound,fluoranthene|pyrene,C16H10,Py-GC/MS,aromatic_hydrocarbon_black_carbon,BTEX_PAH_resin_aromatic,O,Aromatic hydrocarbons,thermally altered OM / black carbon / aromatic OM; sometimes lignin/resin derived,sediment;soil;peat;char;DOM/NOM formula class,B,PY002;PY003;PY004;PY005;PY006;PY013;PY014;PY015,PAH/black-carbon marker,"PAHs and BTEX are not source-specific; can be combustion, petrogenic, char, or secondary pyrolysis products",Keep as aromatic/BC subclass; do not force to lignin except resin/lignin context supports it,
M0091,compound,chrysene|benz[a]anthracene,C18H12,Py-GC/MS,aromatic_hydrocarbon_black_carbon,BTEX_PAH_resin_aromatic,O,Aromatic hydrocarbons,thermally altered OM / black carbon / aromatic OM; sometimes lignin/resin derived,sediment;soil;peat;char;DOM/NOM formula class,B,PY002;PY003;PY004;PY005;PY006;PY013;PY014;PY015,high-ring PAH/combustion marker,"PAHs and BTEX are not source-specific; can be combustion, petrogenic, char, or secondary pyrolysis products",Keep as aromatic/BC subclass; do not force to lignin except resin/lignin context supports it,
M0092,compound,benzofuran,C8H6O,Py-GC/MS,aromatic_hydrocarbon_black_carbon,BTEX_PAH_resin_aromatic,O,Aromatic hydrocarbons,thermally altered OM / black carbon / aromatic OM; sometimes lignin/resin derived,sediment;soil;peat;char;DOM/NOM formula class,B,PY002;PY003;PY004;PY005;PY006;PY013;PY014;PY015,O-aromatic; lignin/char/oxygenated aromatic ambiguity,"PAHs and BTEX are not source-specific; can be combustion, petrogenic, char, or secondary pyrolysis products",Keep as aromatic/BC subclass; do not force to lignin except resin/lignin context supports it,
M0093,compound,dibenzofuran,C12H8O,Py-GC/MS,aromatic_hydrocarbon_black_carbon,BTEX_PAH_resin_aromatic,O,Aromatic hydrocarbons,thermally altered OM / black carbon / aromatic OM; sometimes lignin/resin derived,sediment;soil;peat;char;DOM/NOM formula class,B,PY002;PY003;PY004;PY005;PY006;PY013;PY014;PY015,O-aromatic/thermally altered OM marker,"PAHs and BTEX are not source-specific; can be combustion, petrogenic, char, or secondary pyrolysis products",Keep as aromatic/BC subclass; do not force to lignin except resin/lignin context supports it,
M0094,compound,retene|cadalene|simonellite|dehydroabietic,,Py-GC/MS,aromatic_hydrocarbon_black_carbon,BTEX_PAH_resin_aromatic,O,Aromatic hydrocarbons,thermally altered OM / black carbon / aromatic OM; sometimes lignin/resin derived,sediment;soil;peat;char;DOM/NOM formula class,B,PY002;PY003;PY004;PY005;PY006;PY013;PY014;PY015,resin/terpenoid or conifer-derived aromatic marker,"PAHs and BTEX are not source-specific; can be combustion, petrogenic, char, or secondary pyrolysis products",Keep as aromatic/BC subclass; do not force to lignin except resin/lignin context supports it,
M0095,compound,benzaldehyde,C7H6O,Py-GC/MS,carbonyl_oxygenate_ambiguous,carbonyl_secondary_product,O,Carbonyls,oxidized OM / secondary pyrolysis / ambiguous precursor,sediment;soil;peat;DOM/NOM,C,PY002;PY004;PY005;PY013;PY014;PY015,aromatic carbonyl; multi-origin lignin/secondary pyrolysis,multi-origin; keep as carbonyl/other unless paired diagnostic markers support L/C/P/F,Carbonyls are best reported as separate subclass to reduce misclassification,
M0096,compound,acetophenone,C8H8O,Py-GC/MS,carbonyl_oxygenate_ambiguous,carbonyl_secondary_product,O,Carbonyls,oxidized OM / secondary pyrolysis / ambiguous precursor,sediment;soil;peat;DOM/NOM,C,PY002;PY004;PY005;PY013;PY014;PY015,aromatic ketone; multi-origin,multi-origin; keep as carbonyl/other unless paired diagnostic markers support L/C/P/F,Carbonyls are best reported as separate subclass to reduce misclassification,
M0097,compound,benzoic acid,C7H6O2,Py-GC/MS,carbonyl_oxygenate_ambiguous,carbonyl_secondary_product,O,Carbonyls,oxidized OM / secondary pyrolysis / ambiguous precursor,sediment;soil;peat;DOM/NOM,C,PY002;PY004;PY005;PY013;PY014;PY015,aromatic acid; multi-origin / oxidation product,multi-origin; keep as carbonyl/other unless paired diagnostic markers support L/C/P/F,Carbonyls are best reported as separate subclass to reduce misclassification,
M0098,compound,aldehyde|alkanals,,Py-GC/MS,carbonyl_oxygenate_ambiguous,carbonyl_secondary_product,O,Carbonyls,oxidized OM / secondary pyrolysis / ambiguous precursor,sediment;soil;peat;DOM/NOM,C,PY002;PY004;PY005;PY013;PY014;PY015,carbonyl compound; degradation/secondary pyrolysis marker,multi-origin; keep as carbonyl/other unless paired diagnostic markers support L/C/P/F,Carbonyls are best reported as separate subclass to reduce misclassification,
M0099,compound,ketone|alkanone,,Py-GC/MS,carbonyl_oxygenate_ambiguous,carbonyl_secondary_product,O,Carbonyls,oxidized OM / secondary pyrolysis / ambiguous precursor,sediment;soil;peat;DOM/NOM,C,PY002;PY004;PY005;PY013;PY014;PY015,ketone; lipid or carbohydrate secondary product,multi-origin; keep as carbonyl/other unless paired diagnostic markers support L/C/P/F,Carbonyls are best reported as separate subclass to reduce misclassification,
M0100,compound,phenylacetaldehyde,C8H8O,Py-GC/MS,carbonyl_oxygenate_ambiguous,carbonyl_secondary_product,O,Carbonyls,oxidized OM / secondary pyrolysis / ambiguous precursor,sediment;soil;peat;DOM/NOM,B,PY002;PY004;PY005;PY013;PY014;PY015,aromatic aldehyde; possible phenylalanine/lignin marker,multi-origin; keep as carbonyl/other unless paired diagnostic markers support L/C/P/F,Carbonyls are best reported as separate subclass to reduce misclassification,
M0101,compound,furanone,,Py-GC/MS,carbonyl_oxygenate_ambiguous,carbonyl_secondary_product,O,Carbonyls,oxidized OM / secondary pyrolysis / ambiguous precursor,sediment;soil;peat;DOM/NOM,B,PY002;PY004;PY005;PY013;PY014;PY015,oxygenated furan/carbohydrate marker,multi-origin; keep as carbonyl/other unless paired diagnostic markers support L/C/P/F,Carbonyls are best reported as separate subclass to reduce misclassification,
M0102,compound,quinone|benzoquinone,,Py-GC/MS,carbonyl_oxygenate_ambiguous,carbonyl_secondary_product,O,Carbonyls,oxidized OM / secondary pyrolysis / ambiguous precursor,sediment;soil;peat;DOM/NOM,B,PY002;PY004;PY005;PY013;PY014;PY015,oxidized aromatic/tannin/char marker,multi-origin; keep as carbonyl/other unless paired diagnostic markers support L/C/P/F,Carbonyls are best reported as separate subclass to reduce misclassification,
X0001,compound,2-methylfuran|methylfuran|sylvan,C5H6O,Py-GC/MS,carbohydrate_polysaccharide,furan_anhydrosugar_oxygenate,C,Furans,cellulose/hemicellulose/polysaccharide pyrolysis (fresh plant or algal carbohydrate),sediment;soil;peat;plant;algae;DOM/NOM reference,A,PY002;PY010;PY017;PY018;PY019;PY021,methylfuran; glucose/cellulose/algal carbohydrate furan marker,small furans are not unique; strongest with levoglucosan/HMF/furfural co-occurrence,map to C (polysaccharide) for source classification,
X0002,compound,3-methylfuran,C5H6O,Py-GC/MS,carbohydrate_polysaccharide,furan_anhydrosugar_oxygenate,C,Furans,cellulose/hemicellulose/polysaccharide pyrolysis,sediment;soil;peat;plant;algae;DOM/NOM reference,C,PY010;PY018,methylfuran isomer; carbohydrate furan marker,small furans are not unique; use co-occurrence,map to C (polysaccharide),
X0003,compound,"2,5-dimethylfuran|dimethylfuran",C6H8O,Py-GC/MS,carbohydrate_polysaccharide,furan_anhydrosugar_oxygenate,C,Furans,cellulose/hexose polysaccharide pyrolysis,sediment;soil;peat;plant;algae;DOM/NOM reference,A,PY010;PY018,dimethylfuran; hexose/cellulose carbohydrate furan marker,small furans are not unique; use co-occurrence,map to C (polysaccharide),
X0004,compound,2-acetylfuran|acetylfuran|1-(2-furanyl)ethanone|furyl methyl ketone,C6H6O2,Py-GC/MS,carbohydrate_polysaccharide,furan_anhydrosugar_oxygenate,C,Furans,cellulose/polysaccharide pyrolysis,sediment;soil;peat;plant;algae;DOM/NOM reference,A,PY010;PY018,acetylfuran; carbohydrate furan marker,small furans are not unique; use co-occurrence,map to C (polysaccharide),
X0005,compound,angelica lactone|alpha-angelica lactone|5-methyl-2(3H)-furanone,C5H6O2,Py-GC/MS,carbohydrate_polysaccharide,furan_anhydrosugar_oxygenate,C,Furans,carbohydrate/cellulose pyrolysis product,sediment;soil;peat;plant;algae;DOM/NOM reference,B,PY010;PY018,angelica lactone; carbohydrate pyrolysis oxygenate,lactones overlap with carbonyl class; use co-occurrence,map to C (polysaccharide),
X0006,compound,furyl hydroxymethyl ketone|2-furyl hydroxymethyl ketone|hydroxyacetylfuran,C6H6O3,Py-GC/MS,carbohydrate_polysaccharide,furan_anhydrosugar_oxygenate,C,Furans,glucose/cellulose pyrolysis furanone,sediment;soil;peat;plant;algae;DOM/NOM reference,B,PY018,furyl hydroxymethyl ketone; glucose furan marker,use co-occurrence,map to C (polysaccharide),
X0007,compound,"3-methyl-1,2-cyclopentanedione|methylcyclopentanedione|3-methylcyclopentane-1,2-dione",C6H8O2,Py-GC/MS,carbohydrate_polysaccharide,furan_anhydrosugar_oxygenate,C,Furans,algal/microbial + plant carbohydrate pyrolysis (used as microalgal carbohydrate marker),sediment;lake;algae;DOM/NOM reference,B,PY019,"3-methyl-1,2-cyclopentanedione; microalgal carbohydrate marker (Biller & Ross 2014)",cyclopentanediones overlap carbonyl class; strongest as algal carbohydrate indicator,map to C (polysaccharide),
X0008,compound,1-hydroxy-2-propanone|hydroxyacetone|acetol|hydroxypropanone,C3H6O2,Py-GC/MS,carbohydrate_polysaccharide,furan_anhydrosugar_oxygenate,C,Furans,cellulose/polysaccharide small-oxygenate pyrolysis product,sediment;soil;peat;plant;algae;DOM/NOM reference,C,PY017,hydroxyacetone; cellulose small oxygenate (non-specific),"very small oxygenate; non-specific, use only with stronger carbohydrate markers",map to C (polysaccharide) with low confidence,
X0009,compound,5-methyl-2-furoic acid|methylfuroic acid|furancarboxylic acid|2-furoic acid|furoic acid,,Py-GC/MS,carbohydrate_polysaccharide,furan_anhydrosugar_oxygenate,C,Furans,glucose/cellulose pyrolysis furan acid,sediment;soil;peat;plant;algae;DOM/NOM reference,C,PY018,furoic acid series; carbohydrate furan marker,use co-occurrence,map to C (polysaccharide),
X0010,compound,benzeneacetonitrile|benzyl cyanide|phenylacetonitrile|benzeneacetonitrile,C8H7N,Py-GC/MS,protein_microbial_N,N_heterocycle_nitrile_amide,P,N-containing aromatics,protein/amino acid (phenylalanine) pyrolysis marker,sediment;soil;peat;DOM/NOM;microbial biomass,A,PY003;PY012,benzeneacetonitrile; diagnostic protein (Phe) pyrolysis marker (Fabbri et al. 2005),nitriles can also form by thermal N-alteration; strongest with pyrrole/indole co-occurrence,map to P (protein/microbial N),
X0011,compound,benzenepropanenitrile|phenylpropanenitrile|hydrocinnamonitrile,C9H9N,Py-GC/MS,protein_microbial_N,N_heterocycle_nitrile_amide,P,N-containing aromatics,protein/amino acid pyrolysis nitrile,sediment;soil;peat;DOM/NOM;microbial biomass,B,PY003;PY012,benzenepropanenitrile; protein pyrolysis nitrile,nitriles multi-origin; use co-occurrence,map to P (protein/microbial N),
X0012,compound,"diketopiperazine|2,5-diketopiperazine|pyrrolo[1,2-a]pyrazine-1,4-dione",,Py-GC/MS,protein_microbial_N,N_heterocycle_nitrile_amide,P,N-containing aromatics,peptide/protein pyrolysis cyclic dipeptide (proline-containing DKP diagnostic),sediment;lake;DOM/NOM;microbial biomass,A,PY020,"2,5-diketopiperazines; diagnostic peptide/protein markers (Fabbri et al. 2012)",strong protein indicator; requires clean spectrum,map to P (protein/microbial N),
X0013,compound,prist-1-ene|prist-1-ene|pristene,C19H38,Py-GC/MS,lipid_aliphatic_wax,alkane_fatty_acid_sterol_isoprenoid,F,Aliphatics (HC),tocopherol/chlorophyll-derived isoprenoid; algal/plant lipid marker,sediment;lake;algae;DOM/NOM;biota,B,PY020,prist-1-ene; isoprenoid lipid/tocopherol pyrolysis marker,isoprenoids multi-origin; use with phytadiene/tocopherol context,map to F (lipid/aliphatic),
X0014,compound,"1,2-cyclopentanedione|cyclopentane-1,2-dione",C5H6O2,Py-GC/MS,carbohydrate_polysaccharide,furan_anhydrosugar_oxygenate,C,Furans,carbohydrate/cellulose pyrolysis cyclopentanedione,sediment;soil;peat;plant;algae;DOM/NOM reference,C,PY010;PY019,cyclopentanedione; carbohydrate-derived (multi-origin),overlaps carbonyl class; use co-occurrence,map to C (polysaccharide) with caution,
X0015,compound,hexadecanamide|palmitamide|octadecanamide|stearamide|oleamide|9-octadecenamide|erucamide|docosenamide|tetradecanamide|myristamide|dodecanamide|lauramide|alkanamide|alkylamide|fatty amide,,Py-GC/MS,lipid_aliphatic_wax,alkane_fatty_acid_sterol_isoprenoid,F,Aliphatics (HC),long-chain fatty amide; fatty-acid (C16-18) derived (lipid). Forms via fatty acid x protein-N interaction,sediment;lake;soil;peat;DOM/NOM;biota,B,PY022;PY023,long-chain n-alkyl amide; fatty-acid-derived lipid marker,short/aromatic amides are protein-derived (keep P); only long aliphatic acyl chains route to lipid,"apply only to long aliphatic chains (C>=12, low DBE); short amides stay protein",
X0016,compound,hexadecanenitrile|palmitonitrile|octadecanenitrile|stearonitrile|tetradecanenitrile|myristonitrile|dodecanenitrile|pentadecanenitrile|heptadecanenitrile|nonadecanenitrile|alkanenitrile|alkanonitrile,,Py-GC/MS,lipid_aliphatic_wax,alkane_fatty_acid_sterol_isoprenoid,F,Aliphatics (HC),long-chain n-alkyl nitrile; fatty-acid (C16-18) derived (lipid); co-varies with n-alkane/alkene series,sediment;lake;soil;peat;DOM/NOM;biota,B,PY022;PY023,long-chain n-alkyl nitrile; fatty-acid-derived aliphatic marker,"short/aromatic nitriles (acetonitrile, benzonitrile, benzeneacetonitrile) are protein-derived (keep P)","apply only to long aliphatic chains (C>=12, low DBE)",
X0017,compound,dodecanoic acid|lauric acid|tetradecanoic acid|myristic acid|decanoic acid|capric acid|pentadecanoic acid|heptadecanoic acid|margaric acid|arachidic acid|eicosanoic acid|behenic acid|docosanoic acid|lignoceric acid,,Py-GC/MS,lipid_aliphatic_wax,alkane_fatty_acid_sterol_isoprenoid,F,Aliphatics (HC),n-fatty acids (C10-C24); algal/bacterial (short/mid) or plant-wax (long) lipid markers,sediment;lake;soil;peat;DOM/NOM;biota,B,PY002;PY003;PY024,n-fatty-acid series; lipid marker (Fabbri 'fatty acid & lipids'; Tolu 2015),n-fatty acids partly convert to n-alkanes during pyrolysis; chain-length pattern informs source,map to F (lipid); chain length distinguishes aquatic vs terrestrial,
X0018,compound,1-alkene|1-tetradecene|1-hexadecene|1-octadecene|1-pentadecene|1-heptadecene|1-nonadecene|1-eicosene|n-alkene,,Py-GC/MS,lipid_aliphatic_wax,alkane_fatty_acid_sterol_isoprenoid,F,Aliphatics (HC),n-alk-1-enes; pyrolysis products of fatty acids/aliphatic biopolymers (lipid/aliphatic),sediment;lake;soil;peat;DOM/NOM;biota,B,PY002;PY003;PY024,n-alk-1-ene series; aliphatic/lipid marker (co-varies with n-alkanes),non-specific alone; chain length and odd/even inform source,map to F (lipid/aliphatic),
